0,1,2,dist
VIRB0022-0002.JPG,9.55436,46.96789,0.0
VIRB0022-0003.JPG,9.55436,46.96788,1.11
VIRB0022-0004.JPG,9.55435,46.96786,3.46
VIRB0022-0005.JPG,9.55434,46.96783,6.88
VIRB0022-0006.JPG,9.55433,46.96781,9.23
VIRB0022-0007.JPG,9.55432,46.9678,10.58
VIRB0022-0008.JPG,9.55431,46.96778,12.93
VIRB0022-0009.JPG,9.55431,46.96777,14.04
VIRB0022-0010.JPG,9.5543,46.96776,15.39
VIRB0022-0011.JPG,9.5543,46.96775,16.5
VIRB0022-0012.JPG,9.55429,46.96774,17.85
VIRB0022-0013.JPG,9.55428,46.96773,19.19
VIRB0022-0014.JPG,9.55428,46.96772,20.31
VIRB0022-0015.JPG,9.55427,46.96772,21.07
VIRB0022-0016.JPG,9.55426,46.96771,22.41
VIRB0022-0017.JPG,9.55426,46.96771,22.41
VIRB0022-0018.JPG,9.55425,46.9677,23.76
VIRB0022-0019.JPG,9.55424,46.9677,24.52
VIRB0022-0020.JPG,9.55423,46.9677,25.28
VIRB0022-0021.JPG,9.55422,46.9677,26.05
VIRB0022-0022.JPG,9.5542,46.96769,27.93
VIRB0022-0023.JPG,9.55419,46.96769,28.69
VIRB0022-0024.JPG,9.55418,46.96769,29.45
VIRB0022-0025.JPG,9.55418,46.96769,29.45
VIRB0022-0026.JPG,9.55417,46.96769,30.21
VIRB0022-0027.JPG,9.55417,46.96769,30.21
VIRB0022-0028.JPG,9.55416,46.96769,30.97
VIRB0022-0029.JPG,9.55415,46.96768,32.32
VIRB0022-0030.JPG,9.55414,46.96768,33.08
VIRB0022-0031.JPG,9.55414,46.96767,34.19
VIRB0022-0032.JPG,9.55413,46.96767,34.96
VIRB0022-0033.JPG,9.55413,46.96767,34.96
VIRB0022-0034.JPG,9.55412,46.96766,36.3
VIRB0022-0035.JPG,9.55412,46.96766,36.3
VIRB0022-0036.JPG,9.55411,46.96765,37.65
VIRB0022-0037.JPG,9.55411,46.96765,37.65
VIRB0022-0038.JPG,9.5541,46.96765,38.41
VIRB0022-0039.JPG,9.55409,46.96764,39.76
VIRB0022-0040.JPG,9.55409,46.96764,39.76
VIRB0022-0041.JPG,9.55408,46.96763,41.1
VIRB0022-0042.JPG,9.55408,46.96763,41.1
VIRB0022-0043.JPG,9.55408,46.96763,41.1
VIRB0022-0044.JPG,9.55407,46.96764,42.45
VIRB0022-0045.JPG,9.55407,46.96764,42.45
VIRB0022-0046.JPG,9.55407,46.96764,42.45
VIRB0022-0047.JPG,9.55406,46.96764,43.21
VIRB0022-0048.JPG,9.55406,46.96764,43.21
VIRB0022-0049.JPG,9.55406,46.96765,44.32
VIRB0022-0050.JPG,9.55406,46.96765,44.32
VIRB0022-0051.JPG,9.55406,46.96765,44.32
VIRB0022-0052.JPG,9.55406,46.96765,44.32
VIRB0022-0053.JPG,9.55405,46.96765,45.09
VIRB0022-0054.JPG,9.55405,46.96765,45.09
VIRB0022-0055.JPG,9.55405,46.96765,45.09
VIRB0022-0056.JPG,9.55405,46.96765,45.09
VIRB0022-0057.JPG,9.55405,46.96765,45.09
VIRB0022-0058.JPG,9.55405,46.96765,45.09
VIRB0022-0059.JPG,9.55405,46.96764,46.2
VIRB0022-0060.JPG,9.55405,46.96764,46.2
VIRB0022-0061.JPG,9.55405,46.96764,46.2
VIRB0022-0062.JPG,9.55405,46.96764,46.2
VIRB0022-0063.JPG,9.55405,46.96764,46.2
VIRB0022-0064.JPG,9.55405,46.96764,46.2
VIRB0022-0065.JPG,9.55404,46.96764,46.96
VIRB0022-0066.JPG,9.55404,46.96763,48.07
VIRB0022-0067.JPG,9.55404,46.96763,48.07
VIRB0022-0068.JPG,9.55404,46.96763,48.07
VIRB0022-0069.JPG,9.55403,46.96763,48.83
VIRB0022-0070.JPG,9.55403,46.96763,48.83
VIRB0022-0071.JPG,9.55403,46.96763,48.83
VIRB0022-0072.JPG,9.55403,46.96762,49.94
VIRB0022-0073.JPG,9.55403,46.96762,49.94
VIRB0022-0074.JPG,9.55403,46.96762,49.94
VIRB0022-0075.JPG,9.55403,46.96762,49.94
VIRB0022-0076.JPG,9.55403,46.96762,49.94
VIRB0022-0077.JPG,9.55402,46.96762,50.7
VIRB0022-0078.JPG,9.55402,46.96762,50.7
VIRB0022-0079.JPG,9.55402,46.96762,50.7
VIRB0022-0080.JPG,9.55402,46.96761,51.82
VIRB0022-0081.JPG,9.55402,46.96761,51.82
VIRB0022-0082.JPG,9.55403,46.96761,52.58
VIRB0022-0083.JPG,9.55403,46.96761,52.58
VIRB0022-0084.JPG,9.55403,46.9676,53.69
VIRB0022-0085.JPG,9.55403,46.9676,53.69
VIRB0022-0086.JPG,9.55403,46.9676,53.69
VIRB0022-0087.JPG,9.55403,46.9676,53.69
VIRB0022-0088.JPG,9.55403,46.96759,54.8
VIRB0022-0089.JPG,9.55404,46.96759,55.56
VIRB0022-0090.JPG,9.55404,46.96759,55.56
VIRB0022-0091.JPG,9.55404,46.96759,55.56
VIRB0022-0092.JPG,9.55404,46.96759,55.56
VIRB0022-0093.JPG,9.55405,46.96759,56.32
VIRB0022-0094.JPG,9.55405,46.96759,56.32
VIRB0022-0095.JPG,9.55405,46.96759,56.32
VIRB0022-0096.JPG,9.55406,46.96759,57.08
VIRB0022-0097.JPG,9.55406,46.96759,57.08
VIRB0022-0098.JPG,9.55406,46.96759,57.08
VIRB0022-0099.JPG,9.55407,46.96759,57.84
VIRB0022-0100.JPG,9.55407,46.96759,57.84
VIRB0022-0101.JPG,9.55407,46.9676,58.96
VIRB0022-0102.JPG,9.55407,46.9676,58.96
VIRB0022-0103.JPG,9.55408,46.96761,60.3
VIRB0022-0104.JPG,9.55408,46.96761,60.3
VIRB0022-0105.JPG,9.55408,46.96762,61.41
VIRB0022-0106.JPG,9.55408,46.96762,61.41
VIRB0022-0107.JPG,9.55408,46.96763,62.53
VIRB0022-0108.JPG,9.55408,46.96764,63.64
VIRB0022-0109.JPG,9.55408,46.96765,64.75
VIRB0022-0110.JPG,9.55408,46.96765,64.75
VIRB0022-0111.JPG,9.55408,46.96766,65.86
VIRB0022-0112.JPG,9.55408,46.96767,66.97
VIRB0022-0113.JPG,9.55408,46.96767,66.97
VIRB0022-0114.JPG,9.55408,46.96768,68.09
VIRB0022-0115.JPG,9.55408,46.96769,69.2
VIRB0022-0116.JPG,9.55408,46.96769,69.2
VIRB0022-0117.JPG,9.55408,46.9677,70.31
VIRB0022-0118.JPG,9.55408,46.96771,71.42
VIRB0022-0119.JPG,9.55408,46.96771,71.42
VIRB0022-0120.JPG,9.55408,46.96772,72.53
VIRB0022-0121.JPG,9.55408,46.96772,72.53
VIRB0022-0122.JPG,9.55408,46.96771,73.64
VIRB0022-0123.JPG,9.55408,46.96771,73.64
VIRB0022-0124.JPG,9.55408,46.96771,73.64
VIRB0022-0125.JPG,9.55408,46.96771,73.64
VIRB0022-0126.JPG,9.55408,46.96771,73.64
VIRB0022-0127.JPG,9.55408,46.96771,73.64
VIRB0022-0128.JPG,9.55408,46.96771,73.64
VIRB0022-0129.JPG,9.55408,46.9677,74.76
VIRB0022-0130.JPG,9.55408,46.9677,74.76
VIRB0022-0131.JPG,9.55408,46.9677,74.76
VIRB0022-0132.JPG,9.55408,46.9677,74.76
VIRB0022-0133.JPG,9.55408,46.9677,74.76
VIRB0022-0134.JPG,9.55408,46.9677,74.76
VIRB0022-0135.JPG,9.55408,46.9677,74.76
VIRB0022-0136.JPG,9.55408,46.9677,74.76
VIRB0022-0137.JPG,9.55408,46.9677,74.76
VIRB0022-0138.JPG,9.55408,46.9677,74.76
VIRB0022-0139.JPG,9.55408,46.96769,75.87
VIRB0022-0140.JPG,9.55408,46.96769,75.87
VIRB0022-0141.JPG,9.55408,46.96769,75.87
VIRB0022-0142.JPG,9.55408,46.96769,75.87
VIRB0022-0143.JPG,9.55408,46.96769,75.87
VIRB0022-0144.JPG,9.55408,46.9677,76.98
VIRB0022-0145.JPG,9.55408,46.9677,76.98
VIRB0022-0146.JPG,9.55409,46.9677,77.74
VIRB0022-0147.JPG,9.55409,46.96771,78.85
VIRB0022-0148.JPG,9.55409,46.96771,78.85
VIRB0022-0149.JPG,9.55409,46.96772,79.96
VIRB0022-0150.JPG,9.55409,46.96773,81.07
VIRB0022-0151.JPG,9.55409,46.96774,82.19
VIRB0022-0152.JPG,9.5541,46.96775,83.53
VIRB0022-0153.JPG,9.5541,46.96777,85.76
VIRB0022-0154.JPG,9.5541,46.96778,86.87
VIRB0022-0155.JPG,9.5541,46.9678,89.09
VIRB0022-0156.JPG,9.5541,46.96782,91.32
VIRB0022-0157.JPG,9.5541,46.96784,93.54
VIRB0022-0158.JPG,9.5541,46.96786,95.76
VIRB0022-0159.JPG,9.55411,46.96788,98.11
VIRB0022-0160.JPG,9.55411,46.9679,100.34
VIRB0022-0161.JPG,9.55411,46.96793,103.67
VIRB0022-0162.JPG,9.55411,46.96797,108.12
VIRB0022-0163.JPG,9.55411,46.96799,110.34
VIRB0022-0164.JPG,9.55411,46.96802,113.68
VIRB0022-0165.JPG,9.55412,46.96805,117.1
VIRB0022-0166.JPG,9.55412,46.96809,121.54
VIRB0022-0167.JPG,9.55412,46.96812,124.88
VIRB0022-0168.JPG,9.55412,46.96815,128.21
VIRB0022-0169.JPG,9.55412,46.96819,132.66
VIRB0022-0170.JPG,9.55412,46.96823,137.11
VIRB0022-0171.JPG,9.55412,46.96827,141.55
VIRB0022-0172.JPG,9.55412,46.96831,146.0
VIRB0022-0173.JPG,9.55413,46.96836,151.61
VIRB0022-0174.JPG,9.55413,46.9684,156.06
VIRB0022-0175.JPG,9.55413,46.96845,161.62
VIRB0022-0176.JPG,9.55414,46.9685,167.23
VIRB0022-0177.JPG,9.55414,46.96855,172.79
VIRB0022-0178.JPG,9.55414,46.9686,178.34
VIRB0022-0179.JPG,9.55415,46.96866,185.06
VIRB0022-0180.JPG,9.55415,46.96871,190.62
VIRB0022-0181.JPG,9.55415,46.96877,197.29
VIRB0022-0182.JPG,9.55416,46.96884,205.11
VIRB0022-0183.JPG,9.55416,46.9689,211.78
VIRB0022-0184.JPG,9.55416,46.96896,218.45
VIRB0022-0185.JPG,9.55416,46.96903,226.23
VIRB0022-0186.JPG,9.55416,46.96909,232.9
VIRB0022-0187.JPG,9.55416,46.96915,239.57
VIRB0022-0188.JPG,9.55415,46.96923,248.49
VIRB0022-0189.JPG,9.55415,46.96929,255.16
VIRB0022-0190.JPG,9.55414,46.96936,262.98
VIRB0022-0191.JPG,9.55413,46.96942,269.7
VIRB0022-0192.JPG,9.55412,46.96949,277.52
VIRB0022-0193.JPG,9.55411,46.96956,285.34
VIRB0022-0194.JPG,9.55409,46.96963,293.26
VIRB0022-0195.JPG,9.55408,46.96969,299.98
VIRB0022-0196.JPG,9.55407,46.96977,308.9
VIRB0022-0197.JPG,9.55407,46.96984,316.69
VIRB0022-0198.JPG,9.55405,46.96992,325.71
VIRB0022-0199.JPG,9.55404,46.96999,333.53
VIRB0022-0200.JPG,9.55403,46.97006,341.35
VIRB0022-0201.JPG,9.55402,46.97013,349.17
VIRB0022-0202.JPG,9.55401,46.97023,360.31
VIRB0022-0203.JPG,9.554,46.97029,367.02
VIRB0022-0204.JPG,9.55399,46.97035,373.74
VIRB0022-0205.JPG,9.55398,46.97042,381.56
VIRB0022-0206.JPG,9.55397,46.97049,389.37
VIRB0022-0207.JPG,9.55397,46.97056,397.16
VIRB0022-0208.JPG,9.55398,46.97063,404.98
VIRB0022-0209.JPG,9.55398,46.97069,411.65
VIRB0022-0210.JPG,9.55399,46.97076,419.46
VIRB0022-0211.JPG,9.55401,46.97083,427.39
VIRB0022-0212.JPG,9.55403,46.9709,435.32
VIRB0022-0213.JPG,9.55406,46.97097,443.43
VIRB0022-0214.JPG,9.5541,46.97103,450.77
VIRB0022-0215.JPG,9.55414,46.97109,458.1
VIRB0022-0216.JPG,9.55418,46.97115,465.43
VIRB0022-0217.JPG,9.55424,46.97121,473.51
VIRB0022-0218.JPG,9.55429,46.97126,480.25
VIRB0022-0219.JPG,9.55434,46.97132,487.93
VIRB0022-0220.JPG,9.5544,46.97137,495.12
VIRB0022-0221.JPG,9.55446,46.97141,501.49
VIRB0022-0222.JPG,9.55452,46.97146,508.69
VIRB0022-0223.JPG,9.55462,46.97151,518.11
VIRB0022-0224.JPG,9.55468,46.97155,524.48
VIRB0022-0225.JPG,9.55475,46.97158,530.77
VIRB0022-0226.JPG,9.55482,46.97161,537.05
VIRB0022-0227.JPG,9.55489,46.97164,543.34
VIRB0022-0228.JPG,9.55496,46.97166,549.11
VIRB0022-0229.JPG,9.55504,46.97168,555.59
VIRB0022-0230.JPG,9.55511,46.9717,561.36
VIRB0022-0231.JPG,9.55518,46.97172,567.14
VIRB0022-0232.JPG,9.55526,46.97173,573.32
VIRB0022-0233.JPG,9.55534,46.97175,579.81
VIRB0022-0234.JPG,9.55541,46.97176,585.25
VIRB0022-0235.JPG,9.55549,46.97178,591.73
VIRB0022-0236.JPG,9.55557,46.97179,597.92
VIRB0022-0237.JPG,9.55566,46.97181,605.12
VIRB0022-0238.JPG,9.55574,46.97183,611.6
VIRB0022-0239.JPG,9.55582,46.97185,618.08
VIRB0022-0240.JPG,9.55591,46.97188,625.7
VIRB0022-0241.JPG,9.55599,46.9719,632.18
VIRB0022-0242.JPG,9.55608,46.97192,639.38
VIRB0022-0243.JPG,9.55622,46.97197,651.39
VIRB0022-0244.JPG,9.55629,46.97199,657.17
VIRB0022-0245.JPG,9.55639,46.97202,665.47
VIRB0022-0246.JPG,9.55648,46.97205,673.09
VIRB0022-0247.JPG,9.55657,46.97208,680.71
VIRB0022-0248.JPG,9.55667,46.97212,689.52
VIRB0022-0249.JPG,9.55677,46.97215,697.83
VIRB0022-0250.JPG,9.55686,46.97218,705.45
VIRB0022-0251.JPG,9.55696,46.97221,713.76
VIRB0022-0252.JPG,9.55707,46.97224,722.77
VIRB0022-0253.JPG,9.55717,46.97228,731.58
VIRB0022-0254.JPG,9.55727,46.97231,739.89
VIRB0022-0255.JPG,9.55738,46.97235,749.37
VIRB0022-0256.JPG,9.55748,46.97238,757.68
VIRB0022-0257.JPG,9.55758,46.97242,766.49
VIRB0022-0258.JPG,9.55769,46.97245,775.5
VIRB0022-0259.JPG,9.5578,46.97249,784.98
VIRB0022-0260.JPG,9.5579,46.97252,793.29
VIRB0022-0261.JPG,9.55801,46.97256,802.77
VIRB0022-0262.JPG,9.55812,46.9726,812.24
VIRB0022-0263.JPG,9.55831,46.97266,828.17
VIRB0022-0264.JPG,9.5584,46.97269,835.78
VIRB0022-0265.JPG,9.55851,46.97273,845.26
VIRB0022-0266.JPG,9.55863,46.97277,855.42
VIRB0022-0267.JPG,9.55874,46.97281,864.9
VIRB0022-0268.JPG,9.55885,46.97285,874.37
VIRB0022-0269.JPG,9.55897,46.97289,884.53
VIRB0022-0270.JPG,9.55908,46.97293,894.01
VIRB0022-0271.JPG,9.5592,46.97297,904.17
VIRB0022-0272.JPG,9.55931,46.97301,913.64
VIRB0022-0273.JPG,9.55943,46.97305,923.8
